"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000224728",7.01275052099709,2.32791957274843,0.239771044390707,9.70892702521277,2.76229537570434e-22,3.52623760681787e-21
"ENSG00000075239",512.667847248583,-1.09973900047826,0.113278294438829,-9.70829412577468,2.77949829096515e-22,3.54680562921668e-21
"ENSG00000104635",2015.5433939445,-1.11866772495239,0.11524169358263,-9.70714409147666,2.81102933078438e-22,3.58282272289782e-21
"ENSG00000231826",51.4167268945631,3.73398755913971,0.384685392866776,9.70660084416791,2.82604665785412e-22,3.5991414427524e-21
"ENSG00000162496",1343.85370550241,-1.17240218181215,0.120787478267927,-9.70632220015027,2.83378017006086e-22,3.60757746473605e-21
"ENSG00000104870",4593.65329022585,-1.16339244188019,0.119903570112559,-9.70273396186669,2.93525993274721e-22,3.73530494925021e-21
"ENSG00000167723",415.088765858162,-2.64345620369059,0.272530860451086,-9.69965823068704,3.02510234865707e-22,3.84812902051002e-21
"ENSG00000261804",9.47293880294146,2.09366237254088,0.215852009803537,9.69952688625176,3.02899893444457e-22,3.85157885625853e-21
"ENSG00000112039",87.5748235749984,1.03957849176306,0.10720442980557,9.69715984356695,3.10007934431973e-22,3.9388815866046e-21
"ENSG00000286657",5.89003764073563,-1.86260702640453,0.192091056711981,-9.69647967108274,3.12080799685699e-22,3.96366996913313e-21
"ENSG00000214787",28.9619702612062,-2.04326035108025,0.210723059660729,-9.69642503468754,3.12247901239684e-22,3.96424375669937e-21
"ENSG00000205336",1358.8006482148,1.20990131269891,0.124809048739442,9.69401918305427,3.19694490488633e-22,4.0572001029459e-21
"ENSG00000075275",262.910542408141,1.61590372385733,0.166701157397665,9.69341634505027,3.21587765604628e-22,4.07963504130663e-21
"ENSG00000105372",8268.30403049451,1.18895433216505,0.122668773591194,9.69239601373494,3.24817538825727e-22,4.11900056840081e-21
"ENSG00000187258",45.9642197199954,4.59033495701117,0.473642762072218,9.69155516475784,3.27503288013745e-22,4.14982147563481e-21
"ENSG00000153721",324.668791141402,-1.49555017935545,0.154321325838175,-9.69114392474643,3.28824817794224e-22,4.16494356282096e-21
"ENSG00000135374",11.5267129482108,6.29087107970932,0.649581415512314,9.68449978629362,3.50922114138239e-22,4.44310031896056e-21
"ENSG00000108773",1120.67059117469,1.42851667462224,0.147506859383678,9.68440844440016,3.51235921535692e-22,4.4453424495179e-21
"ENSG00000157653",5.15503043608487,1.74991939369423,0.180701884872823,9.68401295274708,3.5259785067713e-22,4.46084300269113e-21
"ENSG00000183207",974.835679680011,1.06909677438858,0.110399019494442,9.68393360089937,3.52871738370401e-22,4.46257164580911e-21
"ENSG00000281880",3.66533592341061,-3.34970730176198,0.346074724049425,-9.67914461526404,3.69796929044614e-22,4.66753779152042e-21
"ENSG00000180448",1940.98548458967,-1.36600194993916,0.141140985826309,-9.67827978486839,3.72937930540783e-22,4.7053565671723e-21
"ENSG00000243832",8.31179945147761,-2.9158164182242,0.30132844695657,-9.67653883220808,3.79341235826348e-22,4.78429051266791e-21
"ENSG00000110400",547.579421357759,1.36178907420488,0.140758593511433,9.67464252258433,3.86439794027595e-22,4.87192844630214e-21
"ENSG00000187783",258.557208485247,-2.96291437470995,0.306261572245347,-9.67445688006965,3.87141744347206e-22,4.87888630841281e-21
"ENSG00000212493",3.45743207297294,2.07148332266087,0.214176261679251,9.67186235495651,3.97085219479794e-22,4.99838514369571e-21
"ENSG00000187730",12.0780243042357,2.65446757123812,0.274468608255969,9.67129752325836,3.99283202431127e-22,5.02259632241875e-21
"ENSG00000125170",2548.86353904444,-1.2960594120951,0.134011035155114,-9.67128871585053,3.99317570691163e-22,5.02259632241875e-21
"ENSG00000102030",398.881101128574,1.02603810755821,0.106093368081049,9.67108619621145,4.00108650784516e-22,5.03060041438815e-21
"ENSG00000236935",42.8832425277981,2.35629422341567,0.243678066575408,9.669701736108,4.05558312331091e-22,5.09714842177545e-21
"ENSG00000213981",5.39011722934379,4.72750339672849,0.489186191590193,9.66401643791465,4.2871819017577e-22,5.38406459458285e-21
"ENSG00000052749",387.553622413491,1.50291849723517,0.155530734290518,9.66316081571278,4.32315187752217e-22,5.42714131836895e-21
"ENSG00000103056",1624.48754040468,-1.72879354482098,0.178953727880297,-9.66056178487308,4.43425551254366e-22,5.56446868911017e-21
"ENSG00000064601",4852.73021525489,-1.17998081183177,0.122148112773794,-9.66024595088895,4.44794791428481e-22,5.57949762673829e-21
"ENSG00000031691",31.0566130651803,1.36145597277261,0.140967472261933,9.65794414077935,4.54901033315514e-22,5.7040694937218e-21
"ENSG00000183605",325.927200443302,1.07232979581188,0.111050250054669,9.65625737253169,4.62450851218312e-22,5.7965023039754e-21
"ENSG00000287742",10.211403619464,-1.90533463035297,0.197342078218798,-9.65498411464219,4.68231840022766e-22,5.86444146629439e-21
"ENSG00000272150",32.7051073423087,-1.3036912203734,0.135068060922122,-9.65210584554913,4.81564960294034e-22,6.02911171313062e-21
"ENSG00000198189",1345.11269881,-1.38477530697034,0.143497490393576,-9.65017090662887,4.90738743437194e-22,6.14160104084562e-21
"ENSG00000182968",13.510772259813,5.49732864080322,0.569683531674771,9.64979385070519,4.92546441826183e-22,6.16185263929839e-21
"ENSG00000226629",16.1939411092929,-2.79085894632245,0.289224280506695,-9.64946283705198,4.94138833012326e-22,6.17939616021645e-21
"ENSG00000229719",1413.09621774703,-1.72648115280681,0.178933178274425,-9.64874803799075,4.97594881496511e-22,6.22022298230586e-21
"ENSG00000163534",35.8015368816635,-2.88120336465821,0.298696906879977,-9.64590961035944,5.11556332538643e-22,6.3898358033659e-21
"ENSG00000136011",53.6551248742786,-1.75009813176718,0.181438015205148,-9.6457080936891,5.12562147763079e-22,6.3999407343966e-21
"ENSG00000138771",1978.3406289723,-1.29893272560929,0.134665446075737,-9.64562746763379,5.12965118530455e-22,6.40251357539318e-21
"ENSG00000164626",1378.25250842048,-1.36582227351581,0.141606550892472,-9.64519130582409,5.15150506186204e-22,6.42732293098168e-21
"ENSG00000110013",1715.44487845694,-1.47043674786016,0.152467172886137,-9.64428420902309,5.19725061260051e-22,6.47942509271828e-21
"ENSG00000258725",5.02178504303206,1.68099441018632,0.174389380637849,9.63931636225723,5.45500454649337e-22,6.79101563277905e-21
"ENSG00000269186",6.12446256096375,-1.91527066802354,0.198693827108696,-9.63930634330068,5.4555369480282e-22,6.79101563277905e-21
"ENSG00000094755",20.9115699273902,3.23652378417538,0.335812623870803,9.63788599388856,5.53153618299026e-22,6.88298382907559e-21
"ENSG00000010310",409.000201008158,-1.91876311796202,0.199138516574444,-9.63531892759041,5.67156050725597e-22,7.05182096875414e-21
"ENSG00000182628",127.065822553026,1.07507655503617,0.1115802021144,9.63501171949769,5.68855086027965e-22,7.07024245684758e-21
"ENSG00000164251",1834.07233233305,-1.6325954078856,0.169511268352053,-9.63119103383091,5.90411216815235e-22,7.33255550173054e-21
"ENSG00000163710",85.3236974709702,-3.26326869306607,0.339049312457399,-9.62476127562149,6.2852698529884e-22,7.80295013364127e-21
"ENSG00000135116",5.86466762224623,-2.44423129937438,0.2539631498675,-9.62435416575047,6.31020687407708e-22,7.83091856121153e-21
"ENSG00000196550",8.82807839831848,2.32856848195049,0.241976730893839,9.62310910371001,6.38708079448089e-22,7.9202725000668e-21
"ENSG00000125531",13.517732365735,1.9646781222843,0.20420528995835,9.62109317875661,6.51351968838478e-22,8.07398319283807e-21
"ENSG00000179520",7.42424040609539,-3.11246947805178,0.32354513337189,-9.61989273525632,6.58998482410232e-22,8.16565421382862e-21
"ENSG00000158473",86.7034760312861,-1.60706631685217,0.167072054413545,-9.61900134940749,6.64733782278998e-22,8.23358255124547e-21
"ENSG00000125901",534.647072776794,1.19673794911495,0.124427315010684,9.61796812068307,6.71443547460778e-22,8.31352456288642e-21
"ENSG00000259347",26.453882065243,-2.19294874628355,0.228044426249022,-9.61632249625288,6.82268824720734e-22,8.44434281194136e-21
"ENSG00000148483",849.843915604322,-2.48342026288999,0.258373816455934,-9.61173348350309,7.1337709294889e-22,8.8192938403575e-21
"ENSG00000016402",197.03372649607,1.37271095631059,0.14289632954313,9.60634160932918,7.51724924694868e-22,9.28631618599124e-21
"ENSG00000167996",19770.5712522033,-1.27938802359805,0.133215149330861,-9.60392290234564,7.69583219797876e-22,9.50331515704828e-21
"ENSG00000102879",931.525745598096,-1.29237295584437,0.134582222838498,-9.60285042546253,7.77635482084648e-22,9.59910404878521e-21
"ENSG00000188373",2057.48639950042,-1.95918195734602,0.204068559884674,-9.60060657287544,7.9475319788349e-22,9.79924363897755e-21
"ENSG00000135423",3.77064212980996,2.38174904187071,0.248122894521896,9.59907003527451,8.06689548401375e-22,9.94264745137313e-21
"ENSG00000143217",176.698149664702,1.7887316794724,0.186387515663475,9.59684275583124,8.24307384601572e-22,1.0152094811718e-20
"ENSG00000198034",8545.31170655807,1.07426109440414,0.111941787952848,9.59660475368357,8.26212355669736e-22,1.01717033442809e-20
"ENSG00000115816",197.130077676565,1.00817995562951,0.105111335165354,9.59154361462068,8.67768883438926e-22,1.06631282978584e-20
"ENSG00000084764",618.256630712849,-1.37568937282835,0.143444671048923,-9.59038326602709,8.77584074752272e-22,1.07796632438592e-20
"ENSG00000135185",152.36367478255,1.09471090203802,0.114161566849533,9.58913697707795,8.88248593085979e-22,1.0902421576292e-20
"ENSG00000259905",12.8709641873993,-2.62248497246139,0.273500748783486,-9.58858425114387,8.93019229999292e-22,1.09568404695083e-20
"ENSG00000230457",20.1393286283966,1.18046308496654,0.123115387267452,9.5882660256117,8.95777359519402e-22,1.09865352951391e-20
"ENSG00000102362",298.540847842459,-1.24944608104068,0.130313918128752,-9.58797110072476,8.98341062175271e-22,1.10138240179362e-20
"ENSG00000287769",55.5911691372432,-1.06392340986152,0.110988739855618,-9.58586800107428,9.16834415667879e-22,1.12363189562855e-20
"ENSG00000237453",6.17814111546185,-2.1964942679087,0.229151784953982,-9.58532471544916,9.21672640396999e-22,1.12871051713251e-20
"ENSG00000124205",943.568047640178,-2.61670530691241,0.273039649965202,-9.58360922029422,9.37116399370325e-22,1.14719136329544e-20
"ENSG00000132394",182.748372306626,1.05010136886342,0.109593480770258,9.58178681325725,9.53803161260641e-22,1.16674025527571e-20
"ENSG00000109205",8.16517747059174,3.69870842432776,0.386054500355494,9.5807934395839,9.63022383812447e-22,1.17757464412478e-20
"ENSG00000137193",1535.33876610995,-1.57281973507361,0.164177047900897,-9.58002202611794,9.70242426826803e-22,1.18595722803935e-20
"ENSG00000129455",4.5581696153644,4.91165616230643,0.512774175434967,9.57859501824572,9.83739964507875e-22,1.20200380330737e-20
"ENSG00000231007",7.89958907893755,2.11011869196161,0.220344827370041,9.57643851751479,1.00449079640458e-21,1.2264368664776e-20
"ENSG00000260719",16.1191492520369,-2.34595500672681,0.24503271461049,-9.57404814477934,1.02799840350195e-21,1.25466742085069e-20
"ENSG00000012174",95.6303197811731,1.26280372813565,0.13191942021884,9.57253849388357,1.04312432834098e-21,1.27217345880265e-20
"ENSG00000234690",119.980671841675,-1.66196720295745,0.173623407366362,-9.57225312051699,1.04600827079304e-21,1.27521233282958e-20
"ENSG00000089157",15297.0537453849,1.00002796800039,0.104487866087462,9.57075692562533,1.06125820204699e-21,1.29331893483343e-20
"ENSG00000205089",155.274434471517,1.28946338857456,0.134745330223618,9.56963322168289,1.07285598334995e-21,1.30696288657326e-20
"ENSG00000179918",2056.20923094336,-1.00166731071099,0.104683874030912,-9.56849677167283,1.08471285275306e-21,1.32091212338626e-20
"ENSG00000198042",75.3986972027922,1.15242788122403,0.120443102621604,9.56823476097763,1.08746481495576e-21,1.32376754000268e-20
"ENSG00000059378",1387.76185476984,-1.23390265101461,0.128977956779318,-9.56677157730002,1.10296047354301e-21,1.34112404026841e-20
"ENSG00000172785",131.646056772153,1.06570087441196,0.11142146775441,9.56459195781665,1.12644942097379e-21,1.36815003636689e-20
"ENSG00000279019",26.8685914386898,-1.37579677933727,0.143923983243905,-9.55919054161907,1.18681291808211e-21,1.43931500255583e-20
"ENSG00000255970",22.0894167874216,-2.63826758740399,0.276003744396218,-9.55881085300283,1.1911745452194e-21,1.4440659643275e-20
"ENSG00000135407",232.961068484929,-1.49149877833502,0.156124066356507,-9.55329189882366,1.25639281586885e-21,1.52142852942866e-20
"ENSG00000143183",1192.12671637599,-1.20842523248479,0.126497838544716,-9.55293186339795,1.26076809331295e-21,1.52615836880035e-20
"ENSG00000173457",1259.73213701864,1.21753787120157,0.127452400380119,9.55288301805487,1.26136283927898e-21,1.52631006164186e-20
"ENSG00000186017",49.0637832906258,1.07075309786371,0.112090574774742,9.55257032105957,1.26517685234449e-21,1.53035566135152e-20
"ENSG00000264175",10.9678025392904,2.67866343961726,0.280417144310343,9.55242392973209,1.26696632880659e-21,1.53195028690284e-20
"ENSG00000246898",19.208883121719,2.04035324702098,0.213611775151446,9.55168901889613,1.27598773381669e-21,1.54228495082959e-20
"ENSG00000151491",2038.11537588521,-1.14379044398543,0.119750041401453,-9.55148266004318,1.2785323023863e-21,1.54421245467267e-20
"ENSG00000162241",279.746099605675,-1.13082507939516,0.118393588863095,-9.55140468545811,1.27949509732338e-21,1.54480147027005e-20
"ENSG00000092421",1137.66179368529,-1.77874215569057,0.186246233782408,-9.55048657665038,1.29088558026226e-21,1.55797526936329e-20
"ENSG00000164466",677.140660775269,-1.09952956944222,0.115138278802067,-9.54964396621221,1.30142765515843e-21,1.57011572466869e-20
"ENSG00000188828",77.6898531152758,-2.56765897196548,0.268914519188463,-9.54823480604255,1.31924861465528e-21,1.59102557332722e-20
"ENSG00000198417",491.288182153905,-2.10624515509914,0.220678851379329,-9.54439060170144,1.36910141280171e-21,1.64870234577165e-20
"ENSG00000241360",134.416448595068,-1.57436330168077,0.164958089332442,-9.54401998745227,1.37400504034593e-21,1.65399481235866e-20
"ENSG00000283525",27.2617021471966,-2.76416130503595,0.289673898012302,-9.54232094780784,1.39670852276849e-21,1.68070247628774e-20
"ENSG00000263508",13.9593349923219,-2.18229445729859,0.228704381862566,-9.54198795635663,1.40120143799152e-21,1.68548514816338e-20
"ENSG00000280027",7.48415774052877,2.53460293704407,0.26563440205771,9.54169684878924,1.4051409437274e-21,1.68959884039766e-20
"ENSG00000261863",4.10421823842766,4.70641772508084,0.4932637499112,9.54138171703904,1.40941791689728e-21,1.69411512569309e-20
"ENSG00000100297",558.691905114128,1.12001998114589,0.117406158877059,9.53970380990583,1.43240828413339e-21,1.72111319106848e-20
"ENSG00000139132",490.187935472501,-1.11058228117201,0.116451108059366,-9.53689749869831,1.47169185248657e-21,1.76766120767448e-20
"ENSG00000081059",274.860782323209,1.56102095948284,0.163686234963071,9.53666604791187,1.47497894845812e-21,1.77095515251726e-20
"ENSG00000111490",38.0210879159611,1.30567467537041,0.136919116684351,9.53610209435156,1.48301873750824e-21,1.77995094984654e-20
"ENSG00000167193",159.475461264312,-1.25996569187166,0.132144195866598,-9.5347789103323,1.50205280389245e-21,1.80213080685457e-20
"ENSG00000112232",2.74308488687307,-3.76915942765656,0.395417204215719,-9.53210782806583,1.54121589767048e-21,1.8463925459417e-20
"ENSG00000225556",39.5337481555399,1.84137241649386,0.193223191403994,9.52976919133835,1.57633305414929e-21,1.88734750442031e-20
"ENSG00000166825",8367.39519730356,-2.74313902061524,0.287849927725549,-9.52975407112378,1.57656265670344e-21,1.88734750442031e-20
"ENSG00000153093",71.6917463626502,-1.49407683258017,0.156805247208128,-9.52823237220549,1.5998398900962e-21,1.91450843528112e-20
"ENSG00000104756",410.975750791814,-1.36639019065826,0.14340973488774,-9.52787613566025,1.60533812341671e-21,1.92038130039629e-20
"ENSG00000138463",317.871351378305,-1.45394281942801,0.152653211615871,-9.52448234817779,1.65866496214348e-21,1.98271443305636e-20
"ENSG00000170369",2.180540532157,3.49016476460578,0.366455961939457,9.52410419558789,1.66471435239745e-21,1.98921434964538e-20
"ENSG00000157240",244.359833678089,-1.16436517927482,0.122257177224634,-9.52390040165439,1.66798353484583e-21,1.99238856179197e-20
"ENSG00000119862",303.07694559654,-1.06152903431768,0.111478858464373,-9.5222452843552,1.69477061085852e-21,2.02364199931891e-20
"ENSG00000105369",273.017908072334,-2.36618441478311,0.248562462242909,-9.51947608432821,1.74054334723286e-21,2.07600977226446e-20
"ENSG00000123095",768.905801206225,-1.793627528809,0.188427457813003,-9.51892866160201,1.74973555224701e-21,2.08620835151299e-20
"ENSG00000156162",149.598166103743,1.04053453339431,0.109325095769946,9.51780125200089,1.7688183489462e-21,2.10818767586645e-20
"ENSG00000180573",784.014214911568,-1.52308175790767,0.160037498966582,-9.51703049437002,1.78198272048259e-21,2.12309953000259e-20
"ENSG00000267288",8.08970792904153,2.20865680037153,0.232174239628736,9.51292789373765,1.85370238221491e-21,2.20693076731364e-20
"ENSG00000159217",24.1821922385162,4.47278552533358,0.47028226884169,9.51085299547886,1.89105465856423e-21,2.25057654350503e-20
"ENSG00000214888",9.5867313144724,-3.70417381377566,0.389523399545009,-9.50950268482559,1.91576188574666e-21,2.27914679667644e-20
"ENSG00000224739",8.87565253498087,2.17061948180829,0.228301869567237,9.50767282774714,1.94975389176431e-21,2.31873804084948e-20
"ENSG00000189292",25.2085131697925,-2.09082566639298,0.21996130728825,-9.5054248047955,1.99233157989108e-21,2.36850709281823e-20
"ENSG00000122756",188.350769726638,-3.11846476312569,0.328079755900234,-9.5052032533028,1.99657724353807e-21,2.37268686024842e-20
"ENSG00000277462",21.2720993290606,1.31804500210299,0.138673181557121,9.50468567392082,2.00653069726167e-21,2.38364410269514e-20
"ENSG00000271797",5.5437501808458,-1.81435272782143,0.190939938421116,-9.50221699464413,2.05468487745527e-21,2.43995705279695e-20
"ENSG00000269220",12.440948807652,-1.58907092067491,0.167302927158547,-9.49816567864946,2.13619935859918e-21,2.53490459655086e-20
"ENSG00000136867",16.8491125547909,-1.56578638830856,0.164859016845575,-9.49772974671596,2.14515892440402e-21,2.54460770770056e-20
"ENSG00000176438",248.154058947916,-1.80625888871015,0.190234164552041,-9.49492375863973,2.20372582451441e-21,2.61217431492022e-20
"ENSG00000168065",24.4166599330816,4.0371751632781,0.425288247072117,9.49279739346642,2.24915852424189e-21,2.66505613182219e-20
"ENSG00000198225",102.205102184323,-1.07630873472929,0.113387461248582,-9.49230825769767,2.25973996646355e-21,2.67564403749439e-20
"ENSG00000171084",12.4808938477009,1.57539611127118,0.166095851979651,9.48486125628343,2.42705733770082e-21,2.87166456615737e-20
"ENSG00000089356",1426.59648507644,-2.06628109016316,0.21786192696417,-9.48436066345352,2.43873422888183e-21,2.88443087369457e-20
"ENSG00000237686",20.236544869251,3.19640050089008,0.337031321364492,9.48398649700939,2.44749835950684e-21,2.8937440604002e-20
"ENSG00000170456",241.531052672925,-1.38846314016998,0.146405773028001,-9.48366387098978,2.45508026433776e-21,2.90165320664042e-20
"ENSG00000178821",46.7080662648524,1.84318491808867,0.194370695270459,9.48283338454876,2.47470424284159e-21,2.92378392993282e-20
"ENSG00000186603",164.42212338027,2.03690408189897,0.214878896071141,9.47931192472528,2.55965296571465e-21,3.02304963774959e-20
"ENSG00000136052",320.301855856574,-1.43929017176236,0.151868110741832,-9.47723761579597,2.61103524073113e-21,3.08149545615724e-20
"ENSG00000183199",56.3489140194268,1.36461033314706,0.143990159881718,9.47710825703663,2.61427314592082e-21,3.08419728107654e-20
"ENSG00000204936",7488.96623715912,-3.31356566513009,0.349688348285772,-9.47576801278542,2.64805467778307e-21,3.12178570679618e-20
"ENSG00000104375",119.204378029645,1.0727572717127,0.113235294539893,9.47370054603219,2.70101487548737e-21,3.18191295875349e-20
"ENSG00000212452",3.40831047063564,1.98894976422697,0.209977607705592,9.47219937382876,2.74012415366934e-21,3.22681625253187e-20
"ENSG00000088386",755.676034865786,-2.91830584273737,0.30814834241798,-9.47045770176141,2.78620144748086e-21,3.27870263711157e-20
"ENSG00000160113",3031.14144622367,-1.18976166079279,0.125653171350807,-9.4686162553839,2.8357520376773e-21,3.33580469439362e-20
"ENSG00000114541",377.891887043126,-1.21328922197332,0.128173055630891,-9.46602400950248,2.90698600730433e-21,3.4171273695406e-20
"ENSG00000137819",305.87993046916,-1.51108546013639,0.159644926062938,-9.46528961115032,2.92748681904277e-21,3.43873939430479e-20
"ENSG00000151150",423.892312927947,-1.46858316558616,0.155227049216275,-9.46087149759583,3.05387192432082e-21,3.58201990430617e-20
"ENSG00000183779",2043.72885284656,1.47232746845945,0.155633396413229,9.46022834681454,3.07271449343319e-21,3.60282145832985e-20
"ENSG00000198513",91.023218708669,-1.23181594665241,0.130210937063311,-9.46015729887169,3.07480304567295e-21,3.60397066427578e-20
"ENSG00000034971",24.7006604184321,-4.12098962254802,0.435656825052087,-9.45925642747662,3.10140750528945e-21,3.63384373430563e-20
"ENSG00000234618",23.9033932234265,-1.62021261386248,0.171311059078409,-9.45772341014429,3.14720486295684e-21,3.68484763824914e-20
"ENSG00000255860",6.15419888039918,-2.31359537675009,0.244630747057275,-9.45750035341392,3.15392397081697e-21,3.69138531271213e-20
"ENSG00000166573",5.575324858988,-3.01687323484137,0.318994769725604,-9.45743793052296,3.15580686697364e-21,3.69225996663479e-20
"ENSG00000198851",199.007544456085,-1.48134000441996,0.156751853513815,-9.45022321084966,3.38108918715789e-21,3.95345693991586e-20
"ENSG00000105784",47.6936091188223,-1.95773572466905,0.207163177635754,-9.45021092556929,3.38148605213324e-21,3.95345693991586e-20
"ENSG00000135119",25.0970750268545,1.85136582633658,0.195924816447231,9.44936869105206,3.40880383070381e-21,3.9811008531431e-20
"ENSG00000128487",707.930711150986,-1.31925600800552,0.139645166760345,-9.44720135047421,3.48010900073274e-21,4.06291791920374e-20
"ENSG00000143858",23.8903931786738,-1.1969112271182,0.126714696701254,-9.44571749195015,3.52977654579455e-21,4.11942407070941e-20
"ENSG00000182054",1616.11914051211,1.09520169467203,0.115957026960553,9.44489284849124,3.55768135545917e-21,4.15050059531394e-20
"ENSG00000119121",2185.50543320757,-2.77934564765686,0.294340253323417,-9.44262844199891,3.63543298958489e-21,4.23816666272367e-20
"ENSG00000266903",72.5221231106844,-1.38384314383993,0.146565206052152,-9.44182579968888,3.66339439998155e-21,4.2692331727957e-20
"ENSG00000177383",267.557322999912,1.00615096184038,0.10657055739189,9.44117199406663,3.68632795848922e-21,4.29442018066351e-20
"ENSG00000228437",11.9395314823469,6.50503877483613,0.689017855508752,9.44103076985283,3.69130030338299e-21,4.29867256676914e-20
"ENSG00000196616",593.136860400467,-3.08714147270123,0.327122923502031,-9.43725202639938,3.82683726482536e-21,4.45491538949273e-20
"ENSG00000265972",9936.05491594578,-1.42525036531351,0.151031734398242,-9.43676089659009,3.84481086814524e-21,4.47423695658104e-20
"ENSG00000232806",25.459805043162,-2.12439113314036,0.225178706764376,-9.43424519869589,3.93819394975989e-21,4.58126790992819e-20
"ENSG00000178977",44.1857317977043,-1.22450481731324,0.129796305620888,-9.43404984799649,3.94553856274097e-21,4.58817027285264e-20
"ENSG00000180938",18.8048221563574,1.6253073717016,0.172290103575095,9.43355037797159,3.96437883153327e-21,4.60678389308337e-20
"ENSG00000134940",2.40827300679308,2.30000835196193,0.243866036951659,9.43144187157909,4.04489839266004e-21,4.69699379781959e-20
"ENSG00000250565",25.6888292328182,1.39684140531908,0.148107325050872,9.43127833035466,4.05121087399617e-21,4.70264442545918e-20
"ENSG00000125508",477.247338993329,1.86940257162704,0.198219536886072,9.43097033215999,4.06312567625651e-21,4.71479187144198e-20
"ENSG00000060749",156.310164457477,1.11274752484984,0.11801216073574,9.4290920351977,4.13654079984471e-21,4.79484804157401e-20
"ENSG00000085552",2155.02921855802,-1.9657477785634,0.208561921071475,-9.42524775598771,4.2909134849233e-21,4.96847439632466e-20
"ENSG00000272599",5.73006010620305,1.62729736567271,0.172658035083637,9.42497327091918,4.30215128795847e-21,4.97971331351661e-20
"ENSG00000184163",498.265897058585,-2.19929624263968,0.233423147056024,-9.42192867493056,4.42877041797077e-21,5.124449870815e-20
"ENSG00000180638",8.49308667993133,-1.99584934236751,0.211902115660416,-9.41873249423315,4.56566009865957e-21,5.28096308957016e-20
"ENSG00000075651",546.623685653656,-1.19649900547257,0.127050254914356,-9.41752542156745,4.61843958160127e-21,5.34011182632232e-20
"ENSG00000261104",5.59656467898473,3.30083244057365,0.350505907039443,9.4173375520379,4.62670830619306e-21,5.34777084491863e-20
"ENSG00000135362",1241.7857746168,-1.27019860513322,0.134893408316771,-9.41631337648764,4.67204362837277e-21,5.39825254203669e-20
"ENSG00000229970",2.48113444773393,3.93311041602347,0.417738636263427,9.4152421504609,4.71993178193289e-21,5.4516469611995e-20
"ENSG00000248092",62.0787999493374,1.06221352347802,0.112860686673734,9.4117230258287,4.8806939193675e-21,5.63133009561089e-20
"ENSG00000146039",1750.46568907424,-2.60212646689758,0.276554643025957,-9.4090861698292,5.00469011893805e-21,5.76825574360694e-20
"ENSG00000148488",65.8736628953097,-2.14253466807882,0.227716063987097,-9.40879896905393,5.01838225997245e-21,5.78198727146507e-20
"ENSG00000268628",28.5185474874173,3.00290059130138,0.319172456756752,9.40839514103171,5.03769723578045e-21,5.80218519037072e-20
"ENSG00000130731",795.530644327243,1.23216489119171,0.130968789896705,9.40808029274396,5.05280733149237e-21,5.81752753456596e-20
"ENSG00000124875",21.7605816752821,3.32791967306079,0.353773898592614,9.40691126818554,5.10930400968312e-21,5.88049240958715e-20
"ENSG00000011198",289.826967923202,-1.1264410666537,0.119820308083837,-9.4010863823313,5.40025698480419e-21,6.21096411757777e-20
"ENSG00000079689",68.7579716916111,-2.86980299012248,0.305306036953395,-9.39975841539144,5.46884930222313e-21,6.28540707714679e-20
"ENSG00000263520",3.21623592084371,4.68738577871554,0.498708467827483,9.39904990812596,5.50579699353395e-21,6.32563545751813e-20
"ENSG00000114554",886.78275524579,1.28017683060499,0.136215412939945,9.39817897971203,5.55155314009709e-21,6.37595191794831e-20
"ENSG00000286042",3.8454994015554,4.58765602814578,0.488413848443744,9.3929687758929,5.83324366684155e-21,6.69002062023585e-20
"ENSG00000254560",13.938598788468,2.59573295407789,0.276424976723374,9.39037052601621,5.97895519127108e-21,6.85471611738321e-20
"ENSG00000228409",59.5097010317629,1.00565522607243,0.107146700658444,9.38577874906481,6.24531992098557e-21,7.15505045493041e-20
"ENSG00000185730",194.294060165254,1.12145256620674,0.119484888194339,9.3857272091407,6.24837534253959e-21,7.15602944301981e-20
"ENSG00000286346",16.3876741020981,-2.84488419232306,0.303109511931545,-9.38566452169128,6.25209361123417e-21,7.15776660829817e-20
"ENSG00000143382",373.145509567178,-1.68135615024215,0.17914742674657,-9.3853212450585,6.2724936958485e-21,7.17859415793095e-20
"ENSG00000106348",871.681721042107,1.56581399428741,0.166838834469568,9.38518900150329,6.28037015816023e-21,7.1850793568762e-20
"ENSG00000129521",1789.78505081768,-1.89283053714342,0.201684793028215,-9.38509298952759,6.28609478594968e-21,7.18909904573929e-20
"ENSG00000205763",65.6004175543123,1.0015127446525,0.106726816430826,9.38389036743748,6.35823870961015e-21,7.26904969775895e-20
"ENSG00000141756",934.449751787765,2.00246564651959,0.2134197567668,9.3827566709658,6.42699743454539e-21,7.34507538090717e-20
"ENSG00000206113",28.9708548883051,-2.39986766008626,0.255783749350606,-9.38240864081136,6.4482526275015e-21,7.36677743958481e-20
"ENSG00000104237",3.69899703833219,3.81954425966441,0.40711558459801,9.38196523092051,6.47543367067532e-21,7.39523183590929e-20
"ENSG00000151014",106.580055352086,-1.45585314897665,0.155180390225015,-9.3816824849173,6.49282514561334e-21,7.41249005563455e-20
"ENSG00000270890",5.06898782404681,1.98424543637219,0.211567959622165,9.37876150961524,6.67521778705942e-21,7.61804251065111e-20
